Year,Angola,Albania,United Arab Emirates,Argentina,Armenia,Developing Asia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bahamas,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Barbados,Brunei Darussalam,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cyprus,Czech Republic,Germany,Developing Countries,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific developing,Europe & Central Asia developing,Ecuador,"Egypt, Arab Rep.",Spain,Estonia,Ethiopia,Finland,France,Gabon,United Kingdom,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,Guyana,High Income Countries,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,High income: OECD,Indonesia,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kenya,Cambodia,"Korea, Rep.",Kuwait,Latin America & Caribbean developing,"Lao, PDR",Lebanon,Libya,Low Income,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",Morocco,"Moldova, Rep.",Madagascar,Maldives,Mexico,Middle Income Countries,"Macedonia, FYR",Mali,Malta,Myanmar,Middle East & N. Africa developing,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,New Zealand,High Income: Non-OECD,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Portugal,Paraguay,Qatar,Romania,Russian Federation,Rwanda,South Asia developing,Saudi Arabia,Sudan,Singapore,Sierra Leone,El Salvador,Sub-Saharan Africa developing,Suriname,Slovakia,Slovenia,Sweden,Seychelles,Thailand,Tajikistan,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, China","Tanzania, United Rep.",Uganda,Ukraine,Uruguay,United States,Uzbekistan,"Venezuela, RB",Vietnam,World (WBG members),Samoa,"Yemen, Rep.",South Africa,"Congo, Dem. Rep.",Zambia
2007Q2,"8610,073","282,8176","32964,86","13675,3","293,847","441316,8",35289,"38661,5","5215,56","16,29131","104656,8","123,9713","111,685","3319,011","4456,2","3202,122","189,87","1031,592","5945,2","72,45","1038,561",39211,"109,6818","1618,343","1149,592","33,85","112,8743","40299,8",18551,294903,"1829,537","1101,878","1911,904",7272,"4,854154","6,292787","2414,2","400,264","29334,03",321590,1432889,"92,41598","8,979089",24225,"1878,851","14099,93","430064,4","150600,7","3352,89","3963,8","63769,48","2839,11","335,0035",23374,"138729,3","1657,574",56182,"1101,34","548,0908","11,51393","70,5223","1668,879","6171,5","1828,9","174,6314",2168390,83657,"1502,1","3,05304","134,49","22855,4",1889638,"28278,1","1478,77",31917,"22174,08","7460,845","1085,4","11204,9",125792,"583,4936","1417,584",169546,"1014,05","746,06","92984,47","14,623","150622,6","314,6841","690,0364","9917,209","562467,6",1836,"182,2115",4271,"4129,2","1946,69","650,4804","3831,156","324,2","282,9834","24,64","67655,8","873921,7","690,56","63,9",777,"1179,874","69007,49","464,997","423,9596","469,3301","527,4056","165,915","42254,76","786,2245","119,2409",NA,"309,1949","113682,1",31661,6858,"278749,4","5495,325","4598,2","243,143",6720,"12399,33",NA,"33629,1",13126,"1,192396","10526,89","9690,3",81869,"42,55013","11256,62",NA,"3116,338","72258,3","71,71761",966,"618756,1","114,85","13,97924","6,702496",41872,"91,27476","36395,03","368,8","3622,932","3876,461",26441,"56680,3",559067,"389,36",12399,"1,135796","285489,4","1592,594","1464,526",11950,3602809,"4,426733","1483,974","19798,53","450,7128","1150,734"
2007Q3,"9652,807","270,9736","35112,71","14363,6","303,837","488092,7",36265,"38439,9","5062,744","6,258694","107177,5","127,6895","104,3355","3113,607","4933,9","3469,231","201,149","1086,96","6470,1","46,485","1201,135",43385,"101,1092","1942,004","1422,601","33,93","108,4855","40598,6","16333,9",331392,"1787,885","1213,644","1809,775","7713,9","4,394986","3,279481","2287,4","336,632","29792,17",330111,1597996,"115,0383","7,987574",25109,"1748,891","15507,37","476964,2","157779,4","3826,281","3620,2","59087,41","2635,455","323,8612",22000,"133102,3","1546,508",54315,"981,06","509,7803","13,48402","79,58124","2522,64","6829,7","1696,7","165,3383",2195811,92286,"1505,2","3,163948","128,44","23604,7",1894316,"29151,1","1526,83",29990,"21960,82","9645,36","961,8","10911,8",120794,"478,5454","1441,545",181509,"1027,051","1132,628","90529,11","15,92341","159362,6","349,0916","711,8369","11825,81","655751,7",2056,"238,3893","4598,1","3838,1","2005,3","675,3624","3496,203","322,2","378,265","19,7","70269,4","945563,3","637,1","59,28",761,"2351,064","73912,28","463,3373","544,7881","412,0745","571,4288","175,5547","45715,97","713,624","86,38",NA,"311,9477","116674,5",32639,6116,"301511,3","6250,91","4420,7","219,361","7639,98","12759,62",NA,"35127,9",12604,"1,296923","11285,15","10186,8",87081,"51,66263","11136,84",NA,"3687,038","77056,6","59,23415","1075,3","716395,5","126,2924","14,25051","6,670787",39707,"73,54178","39592,44","357,9","3572,745","3608,416",26714,"61473,2",652215,"419,66",12560,"1,21982","287382,7","1791,885","1164,114",12750,3794566,"4,695202","1979,679","19816,88","430,0762","1392,799"
2007Q4,"11818,46","286,1265","37342,88","16791,5","323,3769","504949,2",38519,"43407,1","6954,728","15,3155","115994,7","109,407","114,0835","3461,708","5331,8","4095,245","227,1451","1130,091","7184,3","49,46","1355,485",44050,"102,2691","1996,37","1130,954","35,17","114,7819","44802,4","17044,5",339542,"2362,205","1448,115","2031,407","8889,3","15,80238","4,70981","2383,6","382,499","35525,93",360520,1698129,"83,70736","8,046105",28367,"1811,625","15936,49","493517,1","187747,2","4263,756","4699,2","69232,93","3037,138","295,0958",24173,"152171,6","1725,101",59458,"1070,83","596,9665","10,41921","84,45891","2358,432","7754,1","1660,6","204,9756",2421585,93786,"1351,7","3,513524","129,92","26696,6",2105175,31090,"1665,74",32537,"25626,07","11465,43","1554,4","12723,8",136408,"527,5105","1506,854",196334,"1053,684","847,8691",103272,"19,46418","168254,6","379,599","792,2672","12836,68","684128,9",2044,"220,4061",4630,"4268,5","2247,95","680,2847","4179,095","419,2","389,6892","31,9",73681,1017788,"681,37","57,36","920,3","1158,758","82971,99","589,3967","1048,243","472,9732","674,8108","185,1944","48725,67","751,325","116,2703",NA,"323,0607","135538,1",40670,7962,"316413,7","7070,477","4237,6","253,721","7979,25","13106,24",NA,"38695,5",14088,"1,30228","13076,62",11472,107403,"47,78226","11440,95",NA,"4216,468","80590,74","48,52738","992,3","751396,8","127,2769","16,99285","7,239895",47338,"93,14771","43326,03","373,9","4041,279","4050,011",30938,"64801,7",679738,"542,04",13604,"1,230377","306942,3","1645,314","1419,227",13400,4120954,"4,10583","1796,191","22349,24","549,1614","1150,869"
2008Q1,"13992,94","310,2307","44836,8","16034,7","233,9554",472563,38510,"44585,7","7237,027","11,67053","121286,1","116,6688","102,447","3715,417","5480,8","4312,254","238,79","1200,339","8041,4","70,74758","1469,918",38690,"104,0075","2557,764","1435,646","31,8","116,4414","47069,3","19155,9",305837,"2531,444","1390,261","2563,554",8657,"7,177343","9,853107","2407,8","420,686","37892,64",374417,2115584,"88,6845","8,089136",29082,"1671,393","20005,05","460264,2","193429,5","4640,678",6750,"72772,54","3018,059","359,4061",24662,"162242,2","1871,263",59870,"1314,88","449,3155","6,858795","13,45857","3182,955","7118,9","1878,5","164,3773",2497014,83013,"1591,5","3,260822","90,94","28163,9",2177400,33746,"1883,16",32835,"29425,49","13371,1","1152,3","13463,8",141299,"636,0433","1673,852",200829,"1225,767","977,3796","99444,55","21,76083","159288,9","394,3404","874,4901","15034,71",1111055,1869,"194,0833","5455,1","4623,6","2291,66","498,2316","5054,273","341,9","297,3646","42,0564","70084,1",1004460,"663,11","57,12",926,"1668,16",99169,"579,8346","493,7449","637,768","516,9171","194,8341","47226,77","702,9336","66,00145","21604,24","346,9349",140619,44546,8080,"319610,5","8378,837","4793,1","414,09","7803,87","12542,7",NA,"41772,2",15338,"1,429066","16106,19","12232,6",108372,"44,85021","12302,73",NA,"4771,536","84274,37","59,27239","1077,2",1190988,"150,3384","17,3793","7,561119",49061,"93,40042","42522,28","337,2","4817,785","4855,695",33139,"60951,7",1107401,"540,04",13813,"1,297622","314348,8","2026,95","1399,228",13511,4612037,"2,053915","2035,653","20818,96","710,9327","1259,464"
2008Q2,"18142,35","407,269","52822,42","17492,8","285,9646","546152,6",49326,"48481,7","9996,038","9,237378","131610,3","219,2473","101,7326","4013,357","6386,5","5140,217","231,562","1423,271","9294,5","88,42055","1603,211",51955,"136,2476","2368,606","1291,81","40,68","130,7135","53438,2",18319,360388,"2471,981","1665,162","3271,945","10405,4","9,687486","6,364613",2521,"508,493","41182,87",399791,2085369,"111,1889","10,03018",32367,"1842,406","22405,79","532148,5","225835,3","5638,254","7990,9","78994,94","3470,691","460,4357",28280,"168977,2","2079,121",66702,"1530,95","640,2412","11,9324","13,1525","3997,762","8779,6","2111,5","220,2612",2694751,90471,"1686,2","3,816817","130,35","30195,4",2342839,"36650,4","2347,33",34748,"29767,75","16053,75",1698,"13931,1",152371,"721,3057","2023,671",199212,"1279,897","1134,58",114492,"26,74077",187996,"363,6868","871,5262","17287,17","917710,6",2005,"239,4467","6749,5","5058,4","2532,36","562,5447","6549,816","390,1","313,3008","23,35033","79402,9",1167826,"907,25","79,34",931,"1368,36","111298,2","696,4397","387,0863","512,9512","595,6417","204,4738","54622,11","796,5134","119,6125","26409,59","408,1265","147568,7",49025,8667,"351915,7","9084,156","5620,2","307,462","8384,32","13079,88",NA,"47890,6",15986,"1,972482","16004,04","13885,8",126027,"73,21292","14009,24",NA,"5647,581","91343,33","65,09041","1256,5",1014157,"156,0887","19,63148","8,385442",52845,"103,3779","46638,82","452,5","5080,346","5484,347",35613,"67475,5",913157,"571,21",18774,"1,669534","339271,1","1992,066","1652,474",15750,4779551,"3,292802","2752,303","25148,68","1103,584","1489,203"
2008Q3,"19466,95","363,3341","54796,01","21295,9","302,1124","602661,1",53649,"44141,9","9010,345","19,09723","121948,4","210,4167","129,5385","4359,033","6363,6","5125,464","247,47","1382,775","9312,6","87,8391","1777,198",60215,"112,1635","2841,435","1629,8","40,7","125,475",48816,"15284,7",408702,"2471,169","1359,955","2951,982","10210,3","6,946095","11,4211",2404,"437,893","37634,17",371313,2369125,"135,6231","10,60467",30238,"1778,843","21473,91",588517,"235693,5","5248,417","6498,6","70058,97","3302,161","381,8446",24376,"152397,9","2593,912",65956,"1228,86","418,7237","24,99809","77,30314","4636,071","8583,6","2068,5","205,6483",2586939,97488,"1624,6","4,008584","139,17","27582,8",2218498,37272,"2297,18",32641,"37565,06","17826,17","1361,9","13552,1",136624,"628,847","2296,285",204911,"1291,175","1287,328","115000,1","26,65147","198411,1","487,2112","897,0577","18386,35",1116325,2253,"281,9214","6795,4",4652,"2532,89","543,4226","5304,555",465,"389,5322","28,60021","78466,8",1252893,"858,62","57,29","909,2","1600,759","118386,3","692,3597","993,2354","612,8523","651,8044","214,1135","55814,05","673,0794","46,97232","25805,28","414,2775","140164,5",43591,7263,"368473,4","11322,86","5215,5","235,826","8504,01","13277,35",NA,"46323,3",14580,"1,769631","19963,52","13388,3",134472,"69,92891","14153,31",NA,"4267,928","93219,42","53,71697","1246,4",1214005,"166,0081","18,31097","7,60992",45388,"85,4844","49934,58","356,9","5292,675","4961,932",36435,"66373,1",1111555,"577,32",20976,"1,639508",337012,"2006,866","1681,135",17839,4955402,"3,545563","3040,75","26586,96","918,7209","1298,783"
2008Q4,"10565,74","273,9006","43344,14","15194,9","235,1289","507571,2",45019,"36056,9","4342,933","20,60797","96752,3","91,16644","210,3488","3371,772","4354,6","4509,777",238,"1053,506","6156,2","45,57577","1674,808",47082,"94,45879","2458,424","574,6249","34,79","96,82065","42080,4","11750,5",354592,"2383,634","1238,179","2269,593","8353,2","6,755885","5,470062","2170,9","386,554","29696,03",304771,2118612,"100,7945","11,26986",24256,"1455,393","15412,15","496048,9","167034,1","3290,975","5063,8","57378,82","2685,301","353,243",19501,"131754,6","1502,6",62049,"1195,04","368,7162","7,122045","35,40884","2713,739","6791,1","1678,9","204,2491",2158545,92069,1296,"3,037451","119,27","22290,9",1860723,"29352,1","1884,69",29788,"22920,67","9685,429","1169,8","10373,7",114248,"454,1571","1957,856",176986,"1173,812","953,197","93070,65","12,34167","155341,8","355,4262","835,2395","10909,23",1152383,1984,"168,5944","4753,3","3387,8","1933,12","393,2631","3432,292","394,1","349,6233","31,85348","63388,8","966108,1","567,42","33,37",840,"2244,912","76038,11","570,631","798,0252","592,2166","625,8217","223,7532","41997,83","963,5737","43,83961","11720,68","319,889","117112,7",34439,6559,"297839,2","8941,308","4258,8","187,337","6326,28","10177,61",NA,"35873,8",11461,"1,235933","15233,3","10251,7",97428,"68,37055","11531,12",NA,"2207,738","69308,14","42,30487","1061,1",1212573,"142,5262","14,94269","6,043023",36493,"89,85428","38679,51","259,5","4318,121","4007,917",26841,"48625,1",1148354,"519,07",13391,"1,335232","296810,2","1485,095","883,0059",15769,4276622,"2,325229","1712,744","19380,15","703,2482","1028,087"
2009Q1,"6799,716","230,7434","26275,97","11923,2","123,3575","372390,3",36975,"29670,7","3587,634","27,41765","84785,5","40,06343","83,0045","3878,18","3461,2","3333,647","164,69","827,5651","4090,3","57,85195","1088,438",31177,"81,07851","1881,712","473,3894","23,17","76,56644","38488,3","11386,6",245545,"2246,821","857,9783","1213,42","7577,1","4,921402","9,261197",2078,"294,822","24668,34",257373,1658309,"80,80434","8,287134",21039,"1272,314","11015,24","361058,3",113664,"2668,316","5390,2","50092,18","1950,298","336,878",14162,"112745,7","1035,896",54969,"1450,21","312,263","3,582193","14,36574","1403,697","5283,5","1841,6","158,8267",1760432,65148,"1249,3","2,462254","113,41","17903,7",1542571,"23029,1","1878,35",29632,"15173,49","5872,607","991,4","9412,1",92474,"331,6382","1651,145",119329,"1100,063","1117,887","74421,39","9,238231","118736,5","370,1991","916,6082","6794,233","953408,7",1647,"142,4458","3586,8","2987,9","1518,43","252,468","3257,131","279,7","234,9574","19,73","49664,9","704737,1","322,51","23,81","597,8","1459,033","54398,87","322,3162","472,6238","355,4662","429,0053","233,3929","32522,88","694,5604","62,10842","10157,34","327,9877","99360,5",29595,5687,"217860,2","5793,247","3907,3","216,069","5408,4","7926,03",NA,"31314,9",9775,"1,349779","10716,7","8576,9",57754,"44,54279","11330,56","211,8022","1446,763","56631,89","51,53705","985,2","999010,8","121,4642","11,68785","5,136643",29657,"76,22027","33718,95","174,3","2963,185","3358,076",24474,38319,950401,"563,98",8304,"1,079356","246347,9","1457,819","465,8057",14059,3418401,"2,171283","889,337","15233,35","361,7191","666,0328"
2009Q2,"7320,938","265,4815","27733,48",15467,"158,0001","413276,2",36129,"31154,1","5255,911","11,85024","88845,8","176,223","112,9228","3946,859","3743,2","3820,168","178,1","915,1648","5016,9","71,59461","1189,679",38774,"97,40853","1404,272","964,3517","28,5","77,77137","40035,3","13093,1",276101,"2466,258","865,6787","1459,752","7908,2","6,09757","7,634939",2240,"355,298","26978,29",261522,1661549,"90,73116","8,002214",21700,"1439,443","10233,86","401591,9","123250,5","3298,927","6193,2","55377,55","2221,466","401,9185",15347,"116532,6","973,4926",55125,"1578,82","300,2311","12,96802","14,20089","2028,282","6422,4","1858,3","193,4166",1861499,79293,"1259,8","2,537117","158,78",19455,1613760,"27044,3","1872,31",31884,"17851,15","8579,517","876,5","9638,8",99385,"341,3314","1626,869",131558,"1025,557","1253,818","90360,4","12,56911","136702,7","342,8816","771,2427","7816,704","874454,7",1542,"179,8487","3763,8","2974,4","1656,41","235,824","3654,914","300,9","246,6695","17,87","54012,2","787037,8","488,33","50,34","670,8","1610,188","61440,19","440,5996","402,9568","386,0557","445,0286","243,0326","36565,89","657,2574","95,93836","12161,11","353,9775","100110,3",25543,6534,"247738,9","6058,961","4306,2","205,424","6136,41","9298,71",NA,"31222,6",10593,"1,292441","10640,72","9573,2",63568,"39,13843","11685,24","215,0019","2355,526","63254,8","66,80101","975,7","926876,9","107,5616","13,07527","5,505739",31742,"83,40902","34404,31",237,"2699,798","3483,114",23238,"45561,1",871111,"556,03",9023,"1,487798",251303,"1467,46","701,7055",13431,3522753,"2,736252","1138,887","16800,51","419,1186","904,8176"
2009Q3,"9862,15","289,7214","32375,13","13807,3","199,3926","479643,4",38718,"33173,8","5946,514","12,22905","94663,1","106,9075","119,8812","3876,484","4370,8","4119,994","169,94","1091,665","5953,9","60,86846","1331,084",41846,"84,40567","1542,684","1016,679","32,11","83,39869","42186,2","13825,8",324914,"2305,223","898,711","1926,832","8368,1","6,940284","9,901924","2230,8","341,234","29581,95",288536,2083958,"111,7055","9,0021",23865,"1405,676","11371,95","467312,3","147937,2","3809,356","5654,9","55056,52","2363,704","366,4839",14934,"120849,6","1524,628",56296,"1145,14","340,5962","30,36556","91,15477","2149,264",6673,"1718,2","195,9619",2005030,84059,"1181,6","2,625789","158,97","21169,5",1726774,"30070,5","2060,32",30489,"20780,87","11065,71","1084,3","10581,7",102198,"360,2026","1498,974",154822,"1165,367","1376,958","94780,52","14,77904",144685,"388,6406","766,4035","9805,743",1180175,1930,"233,8367","4395,5","3462,6","1855,26","234,612","3466,102","315,1","280,5086","17,12","58520,8","903602,2","556,47","44,05","804,2","2024,527","69402,83","530,8877","723,6327","522,441","512,6335","252,6723",41340,"843,9429","237,4259","14740,37","375,1851","110237,7",28355,5890,"278255,9","7224,691","4451,6","188,859","7196,66","10423,89",NA,"34242,1",11431,"1,272533","12670,04","10888,4",81584,"58,20166","12335,52","240,6349","3035,134","72457,53","82,06496","979,5",1242185,"121,086","14,20941","5,671403",32796,"78,29466","41090,49","301,3","2995,781","3595,126",25377,"52588,1",1176010,"559,11",10153,"1,454444","264408,2","909,9189","818,4975",13873,4088582,"3,497488","1285,361","18950,27","661,9139","1325,994"
2009Q4,12038,"318,0849","35683,35","14474,6","217,0394","524937,8",42688,"36836,9","6306,761","10,52981",103217,"90,83997","135,8522","3410,597","4802,3","3817,724","197,95","1119,865","6299,6",NA,"1351,156",41198,"77,69895","1629,036","996,3262","26,3","91,81437",46059,"17157,3",355049,"3287,645","1251,566","2139,879",8993,"9,865001","11,49606",2235,"361,312","31947,11",313597,2297017,"98,02554","8,713577",25241,"1365,759","12462,53","512731,2","168477,8","4086,454","6968,3","62526,85","2528,339","331,1618",18449,133134,"1205,613",62717,"1665,54","320,142","8,66655","37,00568","2481,106","6768,8","1795,6","214,4084",2211619,90273,"1136,1","2,866675","144,39","24043,9",1910587,"36366,2","2156,2",29762,"20630,9","10783,46","1104,3","12432,8",112767,"291,9351","1615,284",174780,"1179,083","1219,888","103971,3","16,98532","155682,4","419,3566","1030,12","10668,76",1301418,1965,"178,0143","4746,2","3484,5","2140,4","238,0753","3602,608","387,3","291,1423","21,65","67505,6","995399,8","524,61","40,57","848,7","1568,149","73451,75","619,0171","599,8624","482,728","553,1967","262,312","46907,55","966,1574","137,9089","18824,54","334,5496","122124,9",33220,6865,"301031,9","8825,58","4661,4","210,648","8329,06","10787,16",NA,"39940,7",12465,"1,164855","13950,47","11635,5",94249,"49,43243","12214,85","279,006","3746,292","77559,42","97,32892","925,8",1374325,"139,3493","16,5986","6,332572",36660,"91,66907","43212,8","297,3","3243,956","4017,803",29054,"57047,1",1297122,"647,44",12300,"1,383165","293983,9","966,4537","904,7088",15179,4508210,"3,24273","1573,976","20644,64","1055,071","1399,262"
2010Q1,"11930,28","350,2703","40928,84","13054,6","199,4963","487889,1",41829,"33299,4","6258,425","10,06063","101863,9","142,1766","121,0169","4274,441","4191,1","4346,587","161,096","1087,34","5308,6","84,56401","1330,316",39230,"91,04109","2031,89","1146,643","25,88","94,39967","44639,2","15615,6",316073,"3107,203","858,8727","2313,319","9120,5","5,69206","9,858815","2412,3","366,5","31161,3",302257,2189797,"94,14622","9,631771",23325,"1552,131","15081,44","474165,1",156822,"4135,354","6410,9","60676,42","2452,911","377,5387",14429,"129247,9","1586,995",62932,"1865,11","557,6492","8,864091","81,95951","2545,75","6147,4","2155,5","175,131",2171962,81987,"1450,6","2,768748","85,58","22393,3",1866955,"35536,8","2366,51",29735,"22621,33","12166,17","1065,7","12725,4",105291,"360,9061","1668,846",176819,"1291,637","1255,579","101083,8","15,85471","152162,9","480,4993","1029,096","11009,13",1240530,2096,"187,2635","4214,8","3473,9","1851,1","227,8808","4082,628","302,5","255,8738","15,30985","66596,6","949077,3","494,6","67,52",877,"2269,271","80174,64","499,007","493,2397","470,1636","467,2022","213,029","47124,58","911,5698","57,85074","18623,67","417,9718","120441,3",34330,7474,"305007,4","8880,071",4973,"195,612","7905,41","11331,47",NA,"36844,3",12135,"1,598231","17727,07","10904,9",90063,NA,"13725,26","282,4952","3759,954","78373,06","112,5929",1090,1312596,"155,2984","14,49852","5,899739",36183,"73,18911","43842,15","263,5","3799,382","3913,676",25978,"58768,5",1236170,"587,39",10337,"1,287331",296969,"1083,248","643,3424",14456,4361373,"2,145653","2097,289","19376,15","1104,376","1699,951"
2010Q2,"12550,53","430,2113","44057,62","19080,1","260,7089","573561,1",53869,"34973,1","6933,621","8,179634","98247,8","165,3197","189,5276","4677,282","4819,8","5074,255","199,905","1198,244","5957,9","73,31025","1578,979",49957,"189,71","1905,698","1050,052","35,64","101,1487","44111,3",16399,388861,"2183,122","1292,205","3015,318","10064,9","11,98588","12,47742","2426,3","345,35","31461,99",300871,2336864,"115,4688","6,880047",22635,"1776,226","13532,94","559394,9",171067,"4406,861","7052,6","60289,72","2636,274","451,4506",16993,"127733,2","1418,945",67941,"2070,13","460,5326","17,04314","24,68424","1859,735","7041,9","2203,5","218,6054",2269591,98214,"1604,4","2,898882","162,9","22342,9",1927698,"36984,4","2561,29",28868,"24010,05","11864,27",1120,"13049,9",109100,"309,5327","1774,197",185357,"1236,074","1470,484",120238,"17,59513","179404,1","532,008","1083,576",10599,1258391,1680,"190,1953","4828,8","3561,4","2037,18","225,9672","4417,02","304,4","243,0557","18,91722","74641,5",1078355,"649,42","92,59",914,"2022,767","80293,91","809,6635","695,1628","447,3876","539,9391","176,0528","48455,35","915,7774","144,4874","18610,24","470,0973","115853,6",30318,8378,341893,"9274,223","5235,6","191,723","8215,66","12409,76",NA,"38821,6",11875,"1,766225","17504,54","11852,5",95353,NA,"14173,09","302,3193","3594,663","86365,53","127,8568",1111,1332514,"219,5018","15,23033","6,066457",38395,"99,00767","48357,21","304,4","3420,797","4076,464",28739,"66911,6",1253595,"523,35",12756,"1,958906","315093,9","1507,822","683,3159",17961,4606046,"3,934827","1768,332","21541,75","1213,479","1756,996"
2010Q3,"12402,06","350,803","44537,2","18741,8","265,9722","622989,4",56377,"36388,1","6888,15","32,46889","99502,6","106,7415","180,7684","5045,971","5696,8","5099,128","173,422","1218,033","6388,8","63,18458","1774,218",55742,"83,94123","2048,472","1198,446","34,22","97,29886","46086,6","18468,8",429561,"2171,651","767,1414","2340,728","9720,5","5,947267","11,29779","2300,7","363,806","32785,17",312857,2812083,"147,3572","7,800945",24256,"1745,65","13550,12","607954,4","172020,4","4118,608","6517,8","58255,86","2908,556","480,528",16966,"125477,1","1828,089",66787,"1909,96","562,0031","24,99052","55,09873","2019,245","6481,2","1919,2","218,7912",2320585,107100,"1586,4","2,799205","166,83","23256,5",1961422,"38395,1","2495,14",30212,"26646,13","11700,3","1132,7","12043,8",109109,"320,6953","1747,831",198614,"1239,188","1444,036","116315,5","15,8482","186144,2","608,8068","901,2006","11412,54",1671427,2396,"231,6787","5379,6","3476,7","2366,35","206,6027","4174,65","380,8","282,887","15,2721","75589,8",1140312,"700,28","84,67","877,3","2011,888","82535,52","716,9686","641,2487","562,5614","573,4122","347,5979","50239,68","1021,916","139,1315","19308,46","489,9144","120202,7",29457,7089,359163,"8958,034",5091,"181,804","9382,49","14620,49",NA,"37663,9",12067,"1,584985","18870,37","12552,6",95656,NA,"15043,38","286,8884","3469,656","92327,68","143,1208","1170,2",1748191,"157,3826","15,61021","6,037924",38461,"91,5259","49708,7","256,3","3514,036","3967,381",26997,"66858,2",1666312,"504,38",13199,"1,763096","318605,6","1469,82","744,6113",18984,5132115,"3,86342","1770,207","24104,29","1252,104","1772,556"
2010Q4,"11356,5","417,3287","47451,42","17297,9","314,8695","651288,3",60786,"40311,4","6395,83","49,75389",107659,"115,5278","103,4368","5253,198","5863,2","5045,149","168,012","1296,625","7749,8","58,71667","1718,38",56986,"93,04823","2270,974","1292,284","30,76","107,1528","51217,5","20625,1",443265,"2810,471","966,07","2344,711","10807,4","7,688808","15,10346","2308,7","432,278","37611,06",346294,3138052,"108,4522","12,51104",25606,"1740,636","14405,6","634886,5","198480,1","4829,099","7327,7","68519,02","3592,957","420,4235",21144,"141187,2","2107,528",72536,"2114,89","648,5878","12,06199","23,32327","2052,556","8547,2","2184,3","267,238",2541303,103096,1623,"3,343842","161,86","26756,5",2174793,"46862,8","2918,06",31820,"25607,53","11456,71",1286,"13059,5",123612,"344,1676","1855,346",209276,"1387,986","1377,425","128746,6","17,98391","195008,6","574,7213","1238,991","12193,75",1924812,2456,"268,519","6310,5","3789,1","2594,74","209,3671","5080,94","553,8","327,252","24,48092","81645,3",1212780,"772,95","52,62","1054,9","2357,159","85914,53","891,0523","553,1431","707,0068","674,1054","322,8107","52929,48","1177,066","104,0599","20956,35","474,497","136507,1",36632,8473,"366510,1","9423,414",5757,"156,195","10299,51","13135,8",NA,"42387,1",13359,"1,567115","20667,53","14159,4",111602,NA,"16408,74","328,297","3786,526","95012,46","158,3847","1128,2",2007021,"203,9591","18,70807","6,712337",45494,"92,55202","51390,09",382,"3698,282","4466,814",32169,"68538,1",1919829,"548,84",15186,"1,71483",347826,"1617,308","759,4551",20366,5678744,"3,536529","2172,69","26411,84","1262,047","1942,387"
2011Q1,"13073,16","507,949","54646,7","16681,2","262,3599","613220,5",56739,"40842,2","8546,135","22,96011","119381,7","148,5724","113,122","5944,26","6512,6","4972,886","192,433","1379,551","7827,1","98,73","1674,539",51232,"105,6375","2756,444","1408,557","33,4","111,574","53115,9","20213,1",399561,"2208,486","1034,398","2328,641","12612,1","10,46269","14,32301","2012,4","465,115","39500,94",359833,3118290,"97,7174","6,109547",27329,"1886,711","18292,1",594197,"201527,1","5344,026","7374,6","75135,7","3747,863","502,4229",19318,"147687,9","2579,168",77470,"3104,3","523,1416","10,32198","19,83011","2642,017","7305,3",2718,"217,7424",2611206,101840,"2160,1","3,005745","170,76","27444,8",2228896,"45387,5","3454,72",32654,"28966,46","14912,95","1240,9","14782,5",123584,"407,3006","1929,662",199614,"1434,751","1455,796","130985,8","22,23642","192320,9","729,8617","954,8243","12112,47",1927953,2671,"267,0848","6254,6","4327,1","2559,2","201,7924","5276,768","473,6","287,8834","39,19278","81801,2",1189860,"737,09","133,41","1050,2","2355,375","96167,54","742,1431","820,9467","776,2247","576,279","321,1875","54908,29","1038,479","168,4295","23095,84","550,255","140200,3",40214,8901,"382310,2","10506,23",6911,"175,839","10093,45","12286,03",NA,"44647,9",14203,"1,709092","24321,28","15167,2",111674,NA,"19020,17","338,5085","4101,063","97607,79","173,6487","1394,7",2014627,"215,2027","18,53133","6,982695",46889,"88,05816","55392,79","398,9","4419,983","4174,825",31421,"69956,4",1922306,"613,69",15378,"1,655911","351450,6","1241,591","866,8698",19754,5728921,"1,947244","2075,16","25009,95","1492,244","2153,04"
